timestamp,source,client,endpoint,status_code,user_agent
2026-07-19T12:54:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/login,200,PartnerERP/3.2
2026-07-19T13:02:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.11,/api/v1/sales/quotes/,200,CRMWebhook/2.1
2026-07-19T13:11:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/login,200,PartnerERP/3.2
2026-07-19T13:19:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/customers,200,PartnerERP/3.2
2026-07-19T13:28:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.11,/api/v1/products,201,PartnerERP/3.2
2026-07-19T13:36:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/crm/contact-requests/,200,MecPrecisionPortal/1.0
2026-07-19T13:44:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.11,/api/v1/products,200,SalesDashboard/4.0
2026-07-19T13:53:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/login,200,CRMWebhook/2.1
2026-07-19T14:01:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/customers,201,CRMWebhook/2.1
2026-07-19T14:10:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/orders,200,MecPrecisionPortal/1.0
2026-07-19T14:18:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/login,201,SalesDashboard/4.0
2026-07-19T14:26:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/sales/quotes/,200,CRMWebhook/2.1
2026-07-19T14:35:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/crm/contact-requests/,200,SalesDashboard/4.0
2026-07-19T14:43:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/login,200,MecPrecisionPortal/1.0
2026-07-19T14:52:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/login,200,PartnerERP/3.2
2026-07-19T15:00:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/orders,200,SalesDashboard/4.0
2026-07-19T15:08:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/products,200,CRMWebhook/2.1
2026-07-19T15:17:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/sales/quotes/,200,PartnerERP/3.2
2026-07-19T15:25:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/crm/contact-requests/,200,PartnerERP/3.2
2026-07-19T15:34:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/login,200,PartnerERP/3.2
2026-07-19T15:42:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/crm/contact-requests/,201,MecPrecisionPortal/1.0
2026-07-19T15:50:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/crm/contact-requests/,200,CRMWebhook/2.1
2026-07-19T15:59:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.11,/api/v1/crm/contact-requests/,400,MecPrecisionPortal/1.0
2026-07-19T16:07:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/orders,200,SalesDashboard/4.0
2026-07-19T16:16:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/sales/quotes/,200,CRMWebhook/2.1
2026-07-19T16:24:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.11,/api/v1/products,200,SalesDashboard/4.0
2026-07-19T16:32:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/products,200,CRMWebhook/2.1
2026-07-19T16:41:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/login,200,MecPrecisionPortal/1.0
2026-07-19T16:49:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/login,204,MecPrecisionPortal/1.0
2026-07-19T16:58:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/sales/quotes/,200,MecPrecisionPortal/1.0
2026-07-19T17:06:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.14,/api/v1/products,200,PartnerERP/3.2
2026-07-19T17:14:53Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/sales/quotes/,200,SalesDashboard/4.0
2026-07-19T17:23:17Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.10,/api/v1/catalog/products/,200,PartnerERP/3.2
2026-07-19T17:31:41Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.12,/api/v1/orders,200,MecPrecisionPortal/1.0
2026-07-19T17:40:05Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/login,200,PartnerERP/3.2
2026-07-19T17:48:29Z,C:\Users\hoang\Documents\Codex\mecprecision-vietnam\docs\migration\production_evidence\input\iis_logs\u_ex_simulated.log,10.0.0.13,/api/v1/sales/quotes/,200,SalesDashboard/4.0
